(iter 10) [0.0, 0.6498, -0.0216] = 436.4707, sampling [1.0, 0.2241, -0.0046]. Recommendation = [0.0, 0.5467, 0.0009], Current Cost = 5005.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.3324, 1.6395]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 32124.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 0.6953, 1.8739]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 32125.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.5793, 1.2302]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 32126.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 0.5219, 1.3137]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 32127.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 0.3561, 1.2336]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 32128.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.3279, 0.9639]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 32129.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.4895, 1.4930]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 32130.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 1.3728, 1.4851]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 33130.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.3728, 1.4851]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 34130.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.4215, 1.6239]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 34131.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.4132, 1.8422]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 34132.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.1539, 1.7742]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 34133.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.6022, 1.6058]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 34134.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.2795, 0.4426]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 34135.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 1.4132, 1.8422]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 34136.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.3477, 1.9167]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 35136.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.6090, 1.8600]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 35137.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.0025, 1.9006]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 35138.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.6278, 1.7489]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 35139.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.5026, 1.0752]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 35140.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 1.1539, 1.7742]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 35141.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 1.2698, 1.1962]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 36141.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 0.5408, 0.0511]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 37141.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.5553, -0.1665]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 38141.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -0.8182, -0.2035]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 39141.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 1.1993, 0.7325]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 39142.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 1.3324, 1.6395]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 40142.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 0.5571, 0.4871]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 41142.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.5708, 0.5191]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 42142.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.5865, 1.6736]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 43142.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.3574, 0.2762]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 43143.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 0.6028, 0.7220]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 44143.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.9588, 1.1126]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 45143.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -1.3883, 1.2675]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 46143.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 0.5165, -0.1302]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 46144.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.1353, 0.5079]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 47144.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 0.6438, 1.4661]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 48144.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 0.8868, 0.5722]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 49144.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -1.2442, 1.0177]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 50144.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -1.3437, 0.9903]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 51144.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -1.3267, 0.5647]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 51145.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.5430, 0.9715]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 51146.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 1.7117, 1.7903]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 52146.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.0549, 0.2050]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 53146.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 0.1136, -0.3949]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 54146.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -0.1561, -0.5303]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 55146.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.3450, 0.4313]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 55147.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 0.3625, 0.3013]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 56147.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.1846, -0.4310]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 57147.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -0.5475, -0.4544]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 58147.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -0.2157, -0.5274]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 58148.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.6768, 0.7501]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 58149.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.0656, 0.8771]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 59149.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.2748, 0.1442]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 60149.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 0.8761, 0.1788]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 61149.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 0.2400, 0.3074]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 62149.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.7297, -0.0108]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 63149.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 1.3477, 1.9167]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 64149.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 0.2690, -0.4875]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 65149.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 0.9230, 1.3094]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 65150.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -1.0112, 1.0371]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 66150.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.5475, -0.4544]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 67150.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -1.2159, 0.7199]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 68150.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 0.0041, 0.3492]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 69150.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 1.2927, 1.0305]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 70150.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 0.9128, 1.9204]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 71150.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 0.7351, 1.1058]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 72150.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 0.2215, 0.6979]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 73150.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.0405, 0.0843]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 74150.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.4182, 0.5539]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 75150.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -0.6392, -0.4901]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 76150.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -1.3883, 1.2675]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 76151.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -1.3146, 1.5485]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 77151.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -1.5110, 1.0836]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 77152.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -1.4014, 1.3609]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 77153.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -1.0253, 1.6499]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 77154.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -1.0253, 1.6499]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 77155.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -0.8814, 1.5318]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 78155.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -1.1217, 1.7548]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 78156.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -0.9686, 1.7096]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 78157.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -1.2330, 1.6910]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 78158.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -1.3146, 1.5485]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 78159.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -1.3808, 1.5136]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 79159.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -1.4396, 1.5799]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 79160.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -1.3083, 1.7252]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 79161.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -1.5020, 1.3526]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 79162.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -1.2330, 1.6910]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 79163.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -1.2957, 1.7631]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 80163.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -1.0363, 1.9369]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 80164.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -1.2535, 1.9304]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 80165.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -1.2535, 1.9304]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 80166.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -1.4538, 1.8305]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 81166.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -1.4163, 1.9819]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 81167.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -1.0003, 1.7439]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 81168.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -0.9895, 1.6432]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 81169.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -1.2957, 1.7631]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 81170.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.9650, 1.9114]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 82170.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 1.4215, 1.6239]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 83170.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.3706, -0.3599]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 84170.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.4642, 0.7750]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 85170.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -1.4396, 1.5799]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 86170.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 0.4705, 0.7567]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 87170.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.8748, -0.2144]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 88170.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 0.7779, 0.7828]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 89170.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.2673, 0.2811]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 90170.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -1.4538, 1.8305]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 91170.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, -1.5642, 1.7938]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 92170.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -1.4163, 1.9819]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 92171.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.6824, 1.0668]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 93171.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 0.0262, -0.4048]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 94171.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 0.5851, -0.2477]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 95171.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 1.1368, 0.1713]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 96171.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.8814, 1.5318]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 96172.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, -0.2362, 0.4906]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 97172.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [1.0, 0.6685, -0.3282]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 98172.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 0.7977, -0.0586]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 98173.00, Rho = 0.299
(iter 110) [0.0, 0.6205, 0.3766] = 456.1489, sampling [0.0, 0.2690, -0.4875]. Recommendation = [0.0, 0.6205, 0.3766], Current Cost = 99173.00, Rho = 0.299
