(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.3465, 0.0350]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.1061, 1.8589]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5151.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.7756, -0.1501]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5152.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.4006, 1.6139]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5153.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.0914, -0.7971]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5154.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.2640, 1.0130]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5155.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.8390, 1.7643]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5156.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.0845, 0.1941]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5157.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.2597, 1.3564]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5158.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.1491, 0.0238]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5159.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.7098, 0.7423]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5160.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.3745, 1.0643]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5161.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.3498, 1.2832]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5162.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.6111, 0.6520]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5163.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.6572, 1.9522]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5164.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.0045, 1.7998]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5165.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.7677, 0.0461]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5166.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.9196, 1.3320]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5167.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.9339, 0.4144]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5168.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.4696, -0.9303]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5169.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.2451, -0.7591]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5170.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.4796, 1.8745]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5171.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.6337, 1.4807]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5172.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.8187, 1.1412]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5173.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.7216, -0.8779]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5174.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.3915, 1.0488]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5175.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.7768, 0.6909]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5176.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.3322, 1.8804]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5177.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.1337, 0.3862]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5178.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.3823, -0.9101]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5179.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.1927, -1.2267]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5180.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.3525, -1.7942]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5181.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.6700, -0.6883]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5182.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.0021, 1.0208]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5183.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.2915, 0.6293]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5184.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.2981, -0.9674]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5185.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.4259, -0.7652]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5186.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.0969, -1.4269]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5187.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.3373, -0.5923]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5188.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.8398, 1.6599]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5189.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.0535, 0.7786]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5190.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.5946, -1.3002]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5191.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.9383, 1.8919]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5192.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.2648, 1.1359]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5193.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.9753, -0.4759]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5194.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.2365, 1.5813]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5195.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.1540, -1.0288]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5196.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.3553, 0.7017]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5197.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.4635, 0.8928]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5198.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.2865, 1.3444]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5199.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.9111, 0.7097]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5200.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.1515, 1.2991]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5201.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.2085, -0.1088]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5202.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.0900, 0.1709]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5203.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.4335, 1.7378]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5204.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.7294, 1.6055]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5205.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.5423, -1.0687]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5206.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.4398, 0.8981]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5207.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.5541, 1.6687]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5208.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.5505, 1.6874]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5209.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.1982, 0.7948]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5210.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.1890, 1.4551]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5211.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.4145, -0.6662]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5212.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.4937, -0.6014]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5213.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.8884, -1.8807]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5214.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.6395, 1.7739]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5215.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.2130, 1.6454]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5216.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.3632, 0.3557]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5217.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.4111, 1.4013]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5218.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.9969, -0.6340]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5219.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.0355, -0.0196]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5220.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.6949, 0.7519]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5221.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.6718, 1.9899]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5222.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.3437, -0.2106]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5223.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.8260, 1.2883]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5224.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.1353, 0.5451]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5225.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.1309, -1.2027]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5226.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.6620, 1.4212]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5227.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.9731, 0.1274]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5228.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.7493, 1.6353]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5229.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.3936, -1.4166]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5230.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.8570, -0.5734]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5231.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.8354, 1.3791]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5232.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.0977, 0.4477]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5233.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.9556, 1.8384]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5234.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.8067, -0.6190]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5235.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.2488, -1.5490]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5236.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.3543, -1.1612]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5237.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.7502, 1.3727]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5238.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.7570, 1.4304]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5239.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.7294, -0.9980]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5240.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.3856, 1.9815]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5241.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.6239, 1.1207]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5242.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.5724, -0.5355]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5243.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.6881, 1.5547]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5244.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.9228, -0.3736]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5245.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.0432, 0.3042]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5246.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.5648, 1.2482]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5247.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.8530, 1.3158]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5248.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.0571, -1.9217]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5249.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.7418, -1.0322]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5250.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.9744, 0.9955]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5251.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.8304, 1.8459]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5252.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.2236, 0.1614]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5253.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.5861, -0.8946]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5254.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.0251, -1.1797]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5255.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.2897, -1.1590]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5256.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.0089, -1.6768]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5257.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.0962, -0.2534]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5258.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.4233, -0.9474]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5259.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.3005, 0.3926]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5260.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.4922, 1.9079]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5261.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.5649, -1.0992]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5262.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.5458, -0.8462]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5263.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.2614, 1.1084]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5264.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.0232, 1.8133]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5265.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.4625, 1.5292]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5266.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.3618, -1.3616]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5267.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.8816, -1.2488]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5268.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.1188, -0.1394]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5269.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.5328, 0.1313]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5270.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.1191, 1.8162]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5271.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.5853, 1.0250]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5272.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.9116, 1.5512]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5273.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.0505, -0.8824]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5274.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.2354, -0.3505]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5275.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.1045, -1.5016]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5276.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.1955, -1.5144]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5277.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.0821, -0.8685]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5278.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.7160, -1.9363]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5279.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.6284, -1.5937]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5280.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.6171, 1.8282]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5281.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.4446, 0.7637]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5282.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.6487, 0.8087]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5283.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.5470, 0.4206]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5284.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 1.4100, 0.0729]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5285.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.1156, -0.5265]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5286.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.8078, 1.6503]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5287.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.6788, -1.3780]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5288.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.9639, -0.7476]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5289.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.9925, -0.1199]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5290.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -1.2123, 1.4664]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5291.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, 0.0436, 1.9678]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5292.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.4515, -1.7477]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5293.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.0674, 1.3981]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5294.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.5182, 1.7357]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5295.00, Rho = 1.000
(iter 10) [0.0, 0.7161, 0.7755] = 449.3225, sampling [1.0, -0.7000, 1.7807]. Recommendation = [0.0, 0.0657, -0.0466], Current Cost = 5296.00, Rho = 1.000
