(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.0152, 0.1272]. Recommendation = [0.0, -0.3975, 0.0982], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.5046, -0.4181]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5151.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.2973, 0.8930]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5152.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.5165, 1.6052]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5153.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.8839, -0.8731]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5154.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.3547, -0.6226]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5155.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.6184, -0.1727]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5156.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.7265, -0.3139]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5157.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.1572, 0.2387]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5158.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.9370, 1.9139]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5159.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.4143, 0.7687]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5160.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.9898, 0.0159]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5161.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.0958, -0.7661]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5162.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.3438, 1.4960]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5163.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.3041, 0.9927]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5164.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.2503, 1.1049]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5165.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.4011, 0.6089]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5166.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.6042, 1.7399]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5167.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.7425, 1.4935]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5168.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.8336, 1.9259]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5169.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.4718, 1.8615]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5170.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.9248, 0.2300]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5171.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.5850, -0.4921]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5172.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.2525, 0.4562]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5173.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.6762, -0.5515]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5174.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.5116, 1.5304]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5175.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.7057, -0.3529]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5176.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.1648, 0.8385]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5177.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.4922, 1.3813]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5178.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.0503, -0.9802]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5179.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.3833, -0.7216]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5180.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.4800, 1.3449]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5181.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.6769, 1.6639]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5182.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.0019, -0.8538]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5183.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.3956, 1.1912]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5184.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.0416, 1.2364]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5185.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.9143, -0.1053]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5186.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.2148, 0.5816]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5187.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.8749, -0.2886]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5188.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.1251, 0.2000]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5189.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.5175, -0.5109]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5190.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.0934, -1.0462]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5191.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.3391, -0.8894]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5192.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.4270, -0.6400]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5193.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.9000, -1.6980]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5194.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.9889, 0.2226]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5195.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.7304, 1.8099]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5196.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.5741, -0.5800]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5197.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.0261, 1.6200]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5198.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.1084, -0.1613]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5199.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.7110, 1.3700]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5200.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.7965, -0.5241]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5201.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.7661, 1.8023]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5202.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.4653, -0.8988]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5203.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.9474, 0.6378]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5204.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.5585, 1.5839]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5205.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.2673, 1.9817]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5206.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.6175, 1.6103]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5207.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.4671, -0.6887]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5208.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.9695, -0.2039]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5209.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.6509, 1.4627]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5210.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.6730, 0.9815]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5211.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.0563, 1.5383]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5212.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.6891, 1.7515]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5213.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.6250, -0.5526]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5214.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.7278, 1.7785]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5215.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.2296, -1.1617]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5216.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.4086, -0.9999]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5217.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.0825, -1.0376]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5218.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.0076, -1.1393]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5219.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.0650, -0.0867]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5220.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.4411, 1.3205]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5221.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.7039, -0.8855]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5222.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.9516, -0.4130]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5223.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.4400, 0.6418]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5224.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.1074, 1.3631]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5225.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.2016, 0.0377]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5226.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.3115, 0.3656]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5227.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.2980, 0.5405]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5228.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.9264, 1.9587]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5229.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.5393, 1.8246]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5230.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.6025, 1.9871]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5231.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.3163, 0.2562]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5232.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.8244, -0.7478]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5233.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.3352, -0.9320]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5234.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.3749, 1.1612]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5235.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.2737, 1.6453]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5236.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.7186, 1.4736]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5237.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.3903, -1.1757]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5238.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.5236, -1.0613]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5239.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.0342, -0.0185]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5240.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.1238, 1.2532]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5241.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.1429, -1.3552]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5242.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.6242, -1.0124]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5243.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.2818, 1.1173]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5244.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.2790, -1.3830]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5245.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.9969, 1.6698]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5246.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.2174, 1.1465]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5247.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.2421, 1.3177]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5248.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.0187, -0.5965]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5249.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.4749, 1.7056]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5250.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.9375, 1.7020]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5251.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.8975, -0.5321]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5252.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.0429, -1.4982]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5253.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.2125, 1.2214]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5254.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.4908, 0.8473]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5255.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.4910, 0.4763]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5256.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.1831, 1.7326]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5257.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.7103, 1.2314]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5258.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.0896, -0.2702]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5259.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.0094, 1.4169]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5260.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.7030, 1.5866]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5261.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.6030, 1.0128]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5262.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.4507, 0.8073]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5263.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.6853, -0.5693]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5264.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.1909, -1.4233]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5265.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.1001, -0.5419]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5266.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.3604, -1.2458]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5267.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.4503, 1.3842]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5268.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.2959, 1.5920]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5269.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.6888, -1.1175]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5270.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.2390, -1.7181]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5271.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.3718, -0.1380]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5272.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.5005, -1.1565]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5273.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.7700, 1.9016]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5274.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.1459, -1.6749]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5275.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.2701, 0.1756]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5276.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.8018, 1.8516]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5277.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.5968, -1.3174]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5278.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.4391, -1.4314]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5279.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.1349, 1.7738]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5280.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.5689, 0.7366]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5281.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.9347, -0.6579]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5282.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.3310, 0.5152]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5283.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.8181, -0.9647]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5284.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.6550, -1.4915]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5285.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.8290, 1.4399]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5286.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.1920, -0.4683]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5287.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.8481, 1.8898]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5288.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.0072, -0.3803]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5289.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.0340, 1.5503]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5290.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.2589, -1.5391]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5291.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -1.7425, 1.7227]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5292.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.1056, -1.6620]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5293.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 1.9887, 0.8278]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5294.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, 0.4411, 1.8460]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5295.00, Rho = 1.000
(iter 10) [0.0, -0.5768, -0.0564] = 438.6791, sampling [1.0, -0.6637, -1.2781]. Recommendation = [0.0, 0.6225, 0.4359], Current Cost = 5296.00, Rho = 1.000
