(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.0081, 0.4063]. Recommendation = [0.0, 0.0055, 0.0896], Current Cost = 5005.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -1.2778, 0.9727]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5151.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.2114, -0.8483]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5152.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.7863, 0.8566]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5153.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.5736, -0.3542]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5154.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.0865, 0.9269]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5155.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.5036, 0.7704]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5156.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.5696, -0.3231]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5157.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.5333, 0.4864]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5158.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.0215, -0.9307]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5159.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.3652, -0.7621]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5160.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.7798, 1.0619]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5161.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.5058, -0.5330]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5162.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 1.1155, 0.5752]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5163.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.7635, 1.4217]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5164.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 1.0004, -0.1554]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5165.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.4357, 0.6002]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5166.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 1.2656, 0.5450]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5167.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.0483, -0.7393]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5168.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.6724, -0.5051]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5169.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.6151, 1.2510]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5170.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.1493, -0.9653]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5171.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.9481, 1.5173]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5172.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.2179, 0.7809]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5173.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.3768, -0.4672]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5174.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.8160, 1.9045]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5175.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -1.6336, 1.6433]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5176.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.6332, -0.7286]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5177.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.1107, 1.2001]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5178.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 1.4163, 1.4861]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5179.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.4392, -0.9561]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5180.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.0935, -1.1035]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5181.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.4464, -0.6980]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5182.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.5939, -0.2647]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5183.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.4835, -0.7445]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5184.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.2154, -1.1715]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5185.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -1.4979, 1.2099]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5186.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.0623, -0.9079]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5187.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.3907, 1.4289]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5188.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 1.0993, 0.5002]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5189.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 1.8914, 0.4311]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5190.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.4319, -1.0830]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5191.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.2292, -0.9411]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5192.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.0704, -1.0079]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5193.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.7305, -0.3512]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5194.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.1454, 0.7259]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5195.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.0808, 0.7186]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5196.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.1880, 1.9822]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5197.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.6594, 1.5305]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5198.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.3354, 1.0880]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5199.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.8283, -0.4117]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5200.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.0119, -1.3973]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5201.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.5566, -0.7568]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5202.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.2481, -1.2568]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5203.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -1.6699, 1.3472]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5204.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -1.4050, 1.0472]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5205.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.4506, -1.3280]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5206.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.9278, -0.0398]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5207.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -1.4657, 0.6912]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5208.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.0790, -1.2354]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5209.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.6246, -0.8771]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5210.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.7671, 1.9280]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5211.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.7256, 1.1087]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5212.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -1.3765, 0.9328]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5213.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.5882, 1.3900]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5214.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -1.7533, 1.8017]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5215.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.6024, -0.4617]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5216.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.1353, 1.0026]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5217.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.4175, -1.9364]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5218.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.9828, -0.6583]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5219.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.7257, -0.7806]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5220.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.1055, 1.3556]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5221.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -1.2491, 0.3805]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5222.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.4756, -0.8663]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5223.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.5509, 1.3308]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5224.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.5882, -1.1046]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5225.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.2879, 0.7012]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5226.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -1.0800, 0.0358]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5227.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.3678, 1.2889]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5228.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.5677, 1.9686]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5229.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 1.0107, -0.0891]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5230.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.8514, -0.5956]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5231.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.1420, -1.5308]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5232.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 1.4256, 1.4745]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5233.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.2782, -1.4082]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5234.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -0.9845, 0.0029]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5235.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.3491, -1.2775]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5236.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, 0.7287, -1.0284]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5237.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [1.0, -1.7004, 1.6824]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5238.00, Rho = 0.773
(iter 10) [0.0, 0.1618, -0.3320] = 442.7717, sampling [0.0, -1.3978, 1.9980]. Recommendation = [0.0, -1.3978, 1.9980], Current Cost = 5239.00, Rho = 0.773
(iter 244) [0.0, -1.3978, 1.9980] = 450.3546, sampling [1.0, 0.9437, 1.8682]. Recommendation = [0.0, 1.3661, 1.8092], Current Cost = 6239.00, Rho = 0.773
(iter 244) [0.0, -1.3978, 1.9980] = 450.3546, sampling [1.0, -0.9802, -0.1392]. Recommendation = [0.0, 1.3661, 1.8092], Current Cost = 6240.00, Rho = 0.773
(iter 244) [0.0, -1.3978, 1.9980] = 450.3546, sampling [1.0, 1.1494, -0.1076]. Recommendation = [0.0, 1.3661, 1.8092], Current Cost = 6241.00, Rho = 0.773
(iter 244) [0.0, -1.3978, 1.9980] = 450.3546, sampling [1.0, 0.4654, -1.0537]. Recommendation = [0.0, 1.3661, 1.8092], Current Cost = 6242.00, Rho = 0.773
(iter 244) [0.0, -1.3978, 1.9980] = 450.3546, sampling [1.0, 1.4615, 0.8421]. Recommendation = [0.0, 1.3661, 1.8092], Current Cost = 6243.00, Rho = 0.773
(iter 244) [0.0, -1.3978, 1.9980] = 450.3546, sampling [1.0, -0.6101, -0.9741]. Recommendation = [0.0, 1.3661, 1.8092], Current Cost = 6244.00, Rho = 0.773
(iter 244) [0.0, -1.3978, 1.9980] = 450.3546, sampling [1.0, 0.1194, 1.4681]. Recommendation = [0.0, 1.3661, 1.8092], Current Cost = 6245.00, Rho = 0.773
(iter 244) [0.0, -1.3978, 1.9980] = 450.3546, sampling [1.0, 0.0456, 1.1484]. Recommendation = [0.0, 1.3661, 1.8092], Current Cost = 6246.00, Rho = 0.773
(iter 244) [0.0, -1.3978, 1.9980] = 450.3546, sampling [1.0, -1.4181, 0.8950]. Recommendation = [0.0, 1.3661, 1.8092], Current Cost = 6247.00, Rho = 0.773
(iter 244) [0.0, -1.3978, 1.9980] = 450.3546, sampling [0.0, 1.4473, 1.8782]. Recommendation = [0.0, 1.3661, 1.8092], Current Cost = 6248.00, Rho = 0.773
(iter 254) [0.0, 1.4473, 1.8782] = 451.4117, sampling [1.0, -0.0275, -1.5138]. Recommendation = [0.0, 0.6874, 0.3985], Current Cost = 7248.00, Rho = 0.773
(iter 254) [0.0, 1.4473, 1.8782] = 451.4117, sampling [1.0, -0.9160, -0.0592]. Recommendation = [0.0, 0.6874, 0.3985], Current Cost = 7249.00, Rho = 0.773
(iter 254) [0.0, 1.4473, 1.8782] = 451.4117, sampling [1.0, 0.3753, -1.5092]. Recommendation = [0.0, 0.6874, 0.3985], Current Cost = 7250.00, Rho = 0.773
(iter 254) [0.0, 1.4473, 1.8782] = 451.4117, sampling [1.0, 0.2361, -1.3054]. Recommendation = [0.0, 0.6874, 0.3985], Current Cost = 7251.00, Rho = 0.773
(iter 254) [0.0, 1.4473, 1.8782] = 451.4117, sampling [1.0, -0.8357, -1.2520]. Recommendation = [0.0, 0.6874, 0.3985], Current Cost = 7252.00, Rho = 0.773
(iter 254) [0.0, 1.4473, 1.8782] = 451.4117, sampling [0.0, 0.6874, 0.3985]. Recommendation = [0.0, 0.6874, 0.3985], Current Cost = 7253.00, Rho = 0.773
(iter 260) [0.0, 0.6874, 0.3985] = 455.6548, sampling [1.0, -1.8584, 0.9090]. Recommendation = [0.0, -0.8775, 0.7506], Current Cost = 8253.00, Rho = 0.773
(iter 260) [0.0, 0.6874, 0.3985] = 455.6548, sampling [1.0, -0.4901, 1.6886]. Recommendation = [0.0, -0.8775, 0.7506], Current Cost = 8254.00, Rho = 0.773
(iter 260) [0.0, 0.6874, 0.3985] = 455.6548, sampling [1.0, -0.1151, -1.2428]. Recommendation = [0.0, -0.8775, 0.7506], Current Cost = 8255.00, Rho = 0.773
(iter 260) [0.0, 0.6874, 0.3985] = 455.6548, sampling [0.0, -0.8775, 0.7506]. Recommendation = [0.0, -0.8775, 0.7506], Current Cost = 8256.00, Rho = 0.773
(iter 260) [0.0, 0.6874, 0.3985] = 455.6548, sampling [1.0, -0.4851, -0.9452]. Recommendation = [0.0, -1.0252, 1.1236], Current Cost = 9256.00, Rho = 0.773
(iter 260) [0.0, 0.6874, 0.3985] = 455.6548, sampling [1.0, 0.0381, -1.8027]. Recommendation = [0.0, -1.0252, 1.1236], Current Cost = 9257.00, Rho = 0.773
(iter 260) [0.0, 0.6874, 0.3985] = 455.6548, sampling [1.0, 0.8473, -0.9149]. Recommendation = [0.0, -1.0252, 1.1236], Current Cost = 9258.00, Rho = 0.773
(iter 260) [0.0, 0.6874, 0.3985] = 455.6548, sampling [1.0, -0.2686, -1.5577]. Recommendation = [0.0, -1.0252, 1.1236], Current Cost = 9259.00, Rho = 0.773
(iter 260) [0.0, 0.6874, 0.3985] = 455.6548, sampling [0.0, 0.9054, 0.7567]. Recommendation = [0.0, -1.0252, 1.1236], Current Cost = 9260.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [0.0, -1.0252, 1.1236]. Recommendation = [0.0, -1.0252, 1.1236], Current Cost = 10260.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [0.0, -0.5312, 0.2220]. Recommendation = [0.0, 0.4148, 0.0843], Current Cost = 11260.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [0.0, 0.4148, 0.0843]. Recommendation = [0.0, 0.4148, 0.0843], Current Cost = 12260.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [1.0, -1.5500, 1.2303]. Recommendation = [0.0, 0.6455, 0.3003], Current Cost = 13260.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [0.0, -1.3388, 1.5421]. Recommendation = [0.0, 0.6455, 0.3003], Current Cost = 13261.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [0.0, 1.0215, 0.9421]. Recommendation = [0.0, 0.6455, 0.3003], Current Cost = 14261.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [1.0, -0.6770, -0.8335]. Recommendation = [0.0, 0.6455, 0.3003], Current Cost = 15261.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [0.0, 1.3056, 1.5961]. Recommendation = [0.0, 0.6455, 0.3003], Current Cost = 15262.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [0.0, -0.1438, -0.0737]. Recommendation = [0.0, 0.6455, 0.3003], Current Cost = 16262.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [1.0, 1.3711, 0.5841]. Recommendation = [0.0, 0.6455, 0.3003], Current Cost = 17262.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [0.0, -0.7466, 0.5102]. Recommendation = [0.0, 0.6455, 0.3003], Current Cost = 17263.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [1.0, 0.6208, 1.5829]. Recommendation = [0.0, 0.6455, 0.3003], Current Cost = 18263.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [0.0, 1.0880, 1.3024]. Recommendation = [0.0, 0.6455, 0.3003], Current Cost = 18264.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [1.0, -1.0623, -0.2928]. Recommendation = [0.0, 1.1889, 1.3254], Current Cost = 19264.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [0.0, -0.3486, 0.0138]. Recommendation = [0.0, 1.1889, 1.3254], Current Cost = 19265.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [0.0, 0.2002, -0.0120]. Recommendation = [0.0, 1.1889, 1.3254], Current Cost = 20265.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [0.0, 0.6455, 0.3003]. Recommendation = [0.0, 1.1889, 1.3254], Current Cost = 21265.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [0.0, 1.3661, 1.8092]. Recommendation = [0.0, 1.1889, 1.3254], Current Cost = 22265.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [0.0, 0.3180, -0.1172]. Recommendation = [0.0, 1.1889, 1.3254], Current Cost = 23265.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [0.0, 0.9268, 0.6310]. Recommendation = [0.0, 1.1889, 1.3254], Current Cost = 24265.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [0.0, 0.0055, 0.0896]. Recommendation = [0.0, 1.1889, 1.3254], Current Cost = 25265.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [0.0, 1.1679, 1.1934]. Recommendation = [0.0, 1.1889, 1.3254], Current Cost = 26265.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [0.0, 0.6905, 0.6362]. Recommendation = [0.0, 1.1889, 1.3254], Current Cost = 27265.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [0.0, 0.5408, 0.3382]. Recommendation = [0.0, 1.1889, 1.3254], Current Cost = 28265.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [0.0, -0.2991, 0.1978]. Recommendation = [0.0, 1.1889, 1.3254], Current Cost = 29265.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [0.0, -0.6834, 0.2765]. Recommendation = [0.0, 1.1889, 1.3254], Current Cost = 30265.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [0.0, 0.1745, 0.1158]. Recommendation = [0.0, 1.1889, 1.3254], Current Cost = 31265.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [0.0, 0.9182, 0.9649]. Recommendation = [0.0, 1.1889, 1.3254], Current Cost = 32265.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [0.0, 1.2854, 1.9614]. Recommendation = [0.0, 1.1889, 1.3254], Current Cost = 33265.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [0.0, 1.1889, 1.3254]. Recommendation = [0.0, 1.1889, 1.3254], Current Cost = 34265.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [0.0, 0.6496, 0.5274]. Recommendation = [0.0, 0.9054, 0.7567], Current Cost = 35265.00, Rho = 0.773
(iter 269) [0.0, 0.9054, 0.7567] = 455.8937, sampling [0.0, -0.0163, -0.2530]. Recommendation = [0.0, 0.9054, 0.7567], Current Cost = 36265.00, Rho = 0.773
