(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.0306, 0.9265]. Recommendation = [0.0, 0.0698, 0.6183], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.4536, 1.0425]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5151.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.8654, -0.2498]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5152.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.0795, 0.7001]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5153.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.1974, 0.7998]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5154.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.4812, -0.7187]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5155.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.1566, -0.6417]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5156.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.8284, 1.9637]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5157.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.4312, 1.4473]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5158.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.2213, 0.9616]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5159.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.7317, -0.4410]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5160.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.5105, -0.5286]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5161.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.7936, 1.6481]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5162.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.3214, 0.2341]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5163.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.9025, -0.0076]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5164.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.0238, -0.9770]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5165.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.2412, -0.8768]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5166.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.6071, -0.8174]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5167.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.6250, 1.3940]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5168.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.2330, 0.5777]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5169.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.2416, -1.0983]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5170.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.1475, 1.0700]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5171.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.6356, 1.8871]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5172.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.4461, 1.1680]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5173.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.9677, 0.1755]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5174.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.9862, 1.0752]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5175.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.7564, 1.7528]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5176.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.0037, 0.1230]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5177.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.8161, -0.4385]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5178.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.0932, 1.2371]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5179.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.4378, 1.9244]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5180.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.6146, 1.2145]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5181.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.4189, -1.0300]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5182.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.2024, -0.7205]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5183.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.9408, -0.2304]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5184.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.5721, 1.5494]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5185.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.6820, -0.3617]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5186.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.1062, 0.2940]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5187.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.8080, -0.6081]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5188.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.4043, 0.9326]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5189.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.0037, -0.0654]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5190.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.9188, 0.0799]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5191.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.2691, 0.5150]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5192.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.2927, -0.9576]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5193.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.2493, 1.0319]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5194.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.3458, -0.9619]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5195.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.0360, -1.2648]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5196.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.7710, -1.1689]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5197.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.2630, 1.3034]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5198.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.9656, -0.2186]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5199.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.2271, 0.7781]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5200.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.4448, -0.7318]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5201.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.2921, 0.4728]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5202.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.8309, -0.6220]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5203.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.2130, 1.4338]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5204.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.6956, 1.7320]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5205.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.2758, 0.2310]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5206.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.7030, 1.5114]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5207.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.2846, -1.1874]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5208.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.3558, -1.3598]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5209.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.3695, 0.6345]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5210.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.5009, -0.7806]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5211.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.1897, -0.3250]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5212.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.5784, 1.2007]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5213.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.5847, 1.5413]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5214.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.8470, 1.8478]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5215.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.6757, -0.8913]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5216.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.5944, 1.7121]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5217.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.4756, -1.0160]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5218.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.3838, 1.1535]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5219.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.9500, -0.4304]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5220.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.7885, 1.7939]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5221.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.0136, 1.3662]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5222.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.9319, -1.9668]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5223.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.0900, -0.0380]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5224.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.3493, -0.8528]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5225.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.7442, -0.7612]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5226.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.1735, -1.1271]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5227.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.7775, -0.5015]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5228.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.4806, 0.6571]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5229.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.1639, 0.2691]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5230.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.0748, -0.0436]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5231.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.2782, -0.9022]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5232.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.8286, 0.3681]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5233.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.9498, -0.3315]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5234.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.5333, -1.0726]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5235.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.3738, 1.6124]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5236.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.3370, -1.1353]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5237.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.4277, 1.1316]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5238.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.0672, -1.4631]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5239.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.3702, 0.4876]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5240.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.6784, -0.9116]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5241.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.3972, 1.7103]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5242.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.2190, 0.0148]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5243.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.3555, 1.1934]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5244.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.1663, -1.4860]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5245.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.5132, 0.8519]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5246.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.3343, 1.4281]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5247.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.3353, 0.6833]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5248.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.5171, -0.7389]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5249.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.8841, -0.4675]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5250.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.5877, 1.2833]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5251.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.6169, 1.8354]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5252.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.1529, 1.3374]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5253.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.0244, 1.6394]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5254.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.4677, -1.1145]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5255.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.8182, 1.4192]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5256.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.8577, -0.8046]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5257.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.2288, -1.4287]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5258.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.7692, 1.6821]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5259.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.5854, 1.0363]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5260.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.4534, 0.7914]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5261.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.0239, -0.9496]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5262.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.5487, -1.2157]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5263.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.9896, -0.2445]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5264.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.3079, 1.2184]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5265.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.0128, -1.2948]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5266.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.0732, -0.5786]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5267.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.0545, 1.3064]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5268.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.5270, 0.3156]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5269.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.5497, -1.3335]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5270.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.7405, -1.0854]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5271.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.4718, 1.5960]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5272.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.1396, -1.7042]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5273.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.7156, -0.8308]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5274.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.2241, 1.6661]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5275.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.4571, -1.5655]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5276.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.3127, 1.9872]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5277.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.9951, -1.9384]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5278.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.1487, -0.0776]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5279.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.2562, -1.4051]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5280.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.3638, -1.6920]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5281.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.3840, 0.4277]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5282.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.8006, 1.5017]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5283.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.0065, 1.8223]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5284.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.0555, 1.3303]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5285.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.6477, -1.1077]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5286.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -1.3608, -0.1752]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5287.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.3125, 1.4905]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5288.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.8398, 1.9067]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5289.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.5761, 1.6623]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5290.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.0807, -0.6745]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5291.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.4012, 1.1427]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5292.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, -0.1235, 1.2437]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5293.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.0862, -1.5437]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5294.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 1.2324, -0.2731]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5295.00, Rho = 1.000
(iter 10) [0.0, -0.2695, 0.2014] = 453.0309, sampling [1.0, 0.9811, -0.2131]. Recommendation = [0.0, 0.8058, 0.6533], Current Cost = 5296.00, Rho = 1.000
