(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.3146, 0.7184]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.0624, 0.3390]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5151.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.6830, 1.7393]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5152.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.8875, -0.1409]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5153.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.7181, 1.2602]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5154.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.4067, -0.7529]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5155.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.6249, 1.7340]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5156.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.6301, -0.7496]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5157.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.4068, 1.2395]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5158.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.1966, 0.4981]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5159.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.1582, 0.7818]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5160.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.2027, -0.7997]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5161.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.5523, 1.2863]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5162.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.5956, 1.2141]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5163.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.7504, 1.6912]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5164.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.0710, 0.0366]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5165.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.7156, -0.4958]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5166.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.0991, -0.1822]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5167.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.0497, 0.8376]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5168.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.1798, 0.6878]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5169.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.1323, 1.0636]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5170.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.9727, 1.5408]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5171.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.6811, -0.3541]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5172.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.9911, 1.8551]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5173.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.5911, -0.4641]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5174.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.2718, 0.6076]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5175.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.6672, -1.2634]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5176.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.7585, 1.5726]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5177.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.4489, 1.4272]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5178.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.0646, -0.8089]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5179.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.5746, -0.6600]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5180.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.5507, 1.5032]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5181.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.4023, 0.3299]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5182.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.1342, 0.2935]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5183.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.4600, -0.7124]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5184.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.7872, 1.5809]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5185.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.6575, -0.6173]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5186.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.0324, -0.3111]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5187.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.4364, 0.8693]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5188.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.1672, 1.3057]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5189.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.4574, 1.0694]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5190.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.1545, -0.9976]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5191.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.3932, -0.8833]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5192.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.2026, -1.0244]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5193.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.5751, 1.7470]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5194.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.3486, 1.2042]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5195.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.9163, 1.7564]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5196.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.1588, 0.3718]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5197.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.6470, 1.7916]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5198.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.5157, 1.1786]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5199.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.2405, 0.5484]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5200.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.7151, 1.9037]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5201.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.5792, 1.3636]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5202.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.2676, -0.9674]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5203.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.6346, -0.7825]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5204.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.7995, 1.5845]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5205.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.8751, 0.0706]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5206.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.0042, -1.1520]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5207.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.8301, 1.6418]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5208.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.2103, 0.1706]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5209.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.7752, 1.6500]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5210.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.5677, 0.8572]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5211.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.5159, -0.7730]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5212.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.5887, 1.8605]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5213.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.9770, 1.8808]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5214.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.5976, -0.4316]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5215.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.7389, 1.9901]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5216.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.0836, 0.3609]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5217.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.3045, 1.3139]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5218.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.9598, -0.5116]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5219.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.9336, -0.2464]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5220.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.1863, 0.3090]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5221.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.2996, -1.1398]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5222.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.5154, -0.9734]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5223.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.7212, -0.4423]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5224.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.3338, 1.5945]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5225.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.7508, 1.5189]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5226.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.1658, -0.1305]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5227.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.2183, 1.6400]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5228.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.6185, 1.6020]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5229.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.4840, -0.6867]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5230.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.0301, 1.3209]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5231.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.4470, -1.1105]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5232.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.0844, -1.3304]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5233.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.1895, -1.2763]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5234.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.8011, -0.6461]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5235.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.5062, 1.0178]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5236.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.1759, 1.0909]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5237.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.7873, 1.8421]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5238.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.5467, 0.5938]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5239.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.0179, 1.9133]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5240.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.8036, -0.8039]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5241.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.5336, 1.5335]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5242.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.3176, -1.0520]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5243.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.3309, 0.4823]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5244.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.4134, -0.9411]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5245.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.9078, 1.2423]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5246.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.4537, 0.6787]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5247.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.1980, 1.3702]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5248.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.4234, 1.8229]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5249.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.6214, -0.2374]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5250.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.3602, -1.3561]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5251.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.0033, -1.2311]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5252.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.2212, 1.2540]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5253.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.4111, 1.9602]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5254.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.5234, -1.1004]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5255.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.0812, -1.4311]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5256.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.5828, 1.6129]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5257.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.2617, -0.0487]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5258.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.5374, 1.6791]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5259.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.3902, -1.1616]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5260.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.0533, 1.4019]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5261.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.6970, 1.8313]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5262.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.9947, 1.7803]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5263.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.7820, -0.8223]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5264.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.3078, 0.5718]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5265.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.4473, -1.3657]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5266.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.1316, 1.3900]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5267.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.2406, -1.6815]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5268.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.0594, -1.5066]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5269.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.6489, 1.4225]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5270.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.5818, 1.1180]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5271.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.2542, -1.2207]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5272.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.3649, 0.4436]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5273.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.7471, -1.0580]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5274.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.2564, -1.4603]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5275.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.2938, 0.6211]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5276.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.2335, -1.7205]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5277.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.2933, -1.0058]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5278.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.0421, -1.1689]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5279.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.8322, -1.0335]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5280.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.3572, 0.1678]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5281.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.0706, 1.6188]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5282.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.0120, -1.3012]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5283.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.2309, 1.7199]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5284.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.7727, 1.9435]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5285.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.5251, -1.4171]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5286.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 1.0718, -0.5460]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5287.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.4264, -0.9051]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5288.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.5577, -1.2409]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5289.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.8401, -0.6033]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5290.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.5361, 0.7529]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5291.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.9989, -0.4195]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5292.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -0.4759, 1.4631]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5293.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.8623, -0.6903]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5294.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, -1.0428, -0.8384]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5295.00, Rho = 1.000
(iter 10) [0.0, 0.1140, -0.3820] = 439.9130, sampling [1.0, 0.2372, -1.8895]. Recommendation = [0.0, 0.3503, 0.1526], Current Cost = 5296.00, Rho = 1.000
