(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.0443, 0.5110]. Recommendation = [0.0, 0.0537, 0.2736], Current Cost = 5005.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.6305, 0.5137]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5151.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.0263, 0.3812]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5152.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.6710, 1.4631]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5153.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.3627, -0.1079]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5154.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.3856, 1.2642]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5155.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.0027, 1.8067]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5156.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.6359, 0.8056]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5157.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.2140, 1.4187]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5158.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.9135, 1.5557]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5159.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.5427, -0.1839]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5160.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.7571, 0.9364]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5161.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.0830, -0.1874]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5162.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.3549, 1.6118]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5163.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.4467, 0.0760]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5164.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.6442, 1.3222]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5165.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.3638, 1.4480]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5166.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.1791, 1.1352]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5167.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.7909, 0.6797]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5168.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.4098, 1.2283]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5169.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.7604, 0.3577]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5170.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.3854, 0.3365]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5171.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.7831, 1.3844]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5172.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.3261, -0.0328]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5173.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.9028, 1.2621]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5174.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.6693, 0.5784]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5175.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.3690, -0.1294]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5176.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.7226, 0.4110]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5177.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.7976, 1.5920]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5178.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.8330, 1.5653]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5179.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.0597, -0.2387]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5180.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.4173, -0.3905]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5181.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.1882, 1.1133]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5182.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.7532, 1.4216]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5183.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.0822, 1.7830]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5184.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.4937, 1.0974]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5185.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.0753, 0.7505]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5186.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.0003, 1.1840]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5187.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.1288, 1.0345]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5188.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.6924, -0.2269]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5189.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.3937, -0.2506]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5190.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.9031, 1.0651]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5191.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.6495, 1.0071]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5192.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.7586, 1.9174]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5193.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.8551, -0.0148]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5194.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.2234, -0.4158]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5195.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.8782, 0.3324]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5196.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.2783, 0.7470]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5197.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.4352, 1.3931]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5198.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.2229, 1.0144]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5199.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.5557, 0.2254]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5200.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.0412, 0.6053]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5201.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.6759, 1.2688]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5202.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.2468, 1.0852]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5203.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.2653, -0.2775]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5204.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.3186, 1.4658]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5205.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.8917, 0.1775]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5206.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.7111, 0.5414]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5207.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.1741, 1.4257]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5208.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.4903, 1.5208]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5209.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.4812, 1.1607]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5210.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.5187, 1.2212]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5211.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.8412, -0.2894]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5212.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.5894, 1.8215]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5213.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.5057, -0.2977]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5214.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.6115, 1.6304]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5215.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.4548, -0.0073]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5216.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.2686, 1.2165]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5217.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.5890, 0.5037]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5218.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.8278, 0.5618]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5219.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.4946, -0.1396]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5220.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.5752, 0.7671]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5221.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.6790, 1.1766]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5222.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.9480, 0.2802]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5223.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.0182, 1.0912]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5224.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 1.0050, 0.9123]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5225.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.5083, 0.3142]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5226.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.4025, 1.4722]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5227.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.1523, 0.5745]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5228.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.3467, 0.9597]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5229.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.3571, 1.9784]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5230.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.6120, 1.9998]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5231.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.0111, 1.4821]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5232.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.1120, 0.2191]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5233.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.5593, -0.6097]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5234.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.7949, 0.9819]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5235.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.5010, 0.1006]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5236.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.7442, 0.2137]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5237.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.8976, 0.0554]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5238.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.5572, -0.3834]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5239.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.6885, 0.9716]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5240.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.6413, 1.2960]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5241.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.5747, 1.5857]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5242.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.7340, -0.4199]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5243.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.8690, -0.1740]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5244.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.1234, 1.2520]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5245.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.1251, -0.4993]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5246.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.4233, 1.1300]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5247.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.6950, 1.9893]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5248.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 1.0238, 1.3095]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5249.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.5316, 0.0892]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5250.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.5354, -0.4434]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5251.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.3698, 1.1473]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5252.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.2175, 0.3988]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5253.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.5845, 0.6416]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5254.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.1848, 1.3367]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5255.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 1.1145, 0.7213]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5256.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.7022, 1.7268]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5257.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.5436, 1.2825]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5258.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.0719, -0.0009]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5259.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.3842, -0.5339]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5260.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.9902, 1.9757]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5261.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.5502, -0.0717]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5262.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.3408, -0.3941]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5263.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [0.0, -0.4848, 0.6670]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 5264.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.8121, 0.4800]. Recommendation = [0.0, 0.0537, 0.2736], Current Cost = 6264.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [0.0, -1.0182, 1.0912]. Recommendation = [0.0, 0.0537, 0.2736], Current Cost = 6265.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.3998, 1.1900]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 7265.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.2394, 0.7180]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 7266.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.0629, 0.3413]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 7267.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.4754, 1.0020]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 7268.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.0540, 0.5897]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 7269.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.2501, 1.3558]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 7270.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.1483, 1.1538]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 7271.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.6161, 1.4799]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 7272.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.9247, -0.4006]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 7273.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.1651, 1.3840]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 7274.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.9758, 0.0208]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 7275.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [0.0, 0.0948, 0.4816]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 7276.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.6395, 1.7120]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 8276.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.2350, 1.7025]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 8277.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.0853, -0.5500]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 8278.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, 0.5267, 1.3292]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 8279.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.2568, 1.2792]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 8280.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [0.0, -0.2568, 1.2792]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 8281.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.1966, 0.2624]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 9281.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [0.0, -0.5316, 0.0892]. Recommendation = [0.0, 0.0633, 0.0705], Current Cost = 9282.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.7412, -0.0859]. Recommendation = [0.0, 0.0080, 0.0935], Current Cost = 10282.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.0333, 0.1238]. Recommendation = [0.0, 0.0080, 0.0935], Current Cost = 10283.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.8842, -0.0303]. Recommendation = [0.0, 0.0080, 0.0935], Current Cost = 10284.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.7910, -0.2690]. Recommendation = [0.0, 0.0080, 0.0935], Current Cost = 10285.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -0.6567, -0.5057]. Recommendation = [0.0, 0.0080, 0.0935], Current Cost = 10286.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [0.0, -1.0263, 0.3812]. Recommendation = [0.0, 0.0080, 0.0935], Current Cost = 10287.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.4371, 0.5264]. Recommendation = [0.0, 0.0080, 0.0935], Current Cost = 11287.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.9839, 0.9915]. Recommendation = [0.0, 0.0080, 0.0935], Current Cost = 11288.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.0317, -0.1091]. Recommendation = [0.0, 0.0080, 0.0935], Current Cost = 11289.00, Rho = 0.268
(iter 10) [0.0, 0.1900, -0.1146] = 453.3744, sampling [1.0, -1.3391, 0.1554]. Recommendation = [0.0, 0.0080, 0.0935], Current Cost = 11290.00, Rho = 0.268
