(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.0284, 0.5799]. Recommendation = [0.0, -0.2191, 0.5326], Current Cost = 5005.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.4540, 0.6215]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5151.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -1.4070, 1.6721]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5152.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -1.3571, 1.9751]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5153.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -1.2582, 1.9849]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5154.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -1.6679, 1.8467]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5155.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.8207, 0.1381]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5156.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.1152, 0.4616]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5157.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 1.4320, 1.1953]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5158.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 1.0058, 1.6285]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5159.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.9051, 1.2481]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5160.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.2524, 0.4857]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5161.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.7662, 0.8833]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5162.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.0584, -0.2841]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5163.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.0377, -0.2026]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5164.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.0155, 0.3766]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5165.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 1.2178, 1.1243]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5166.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.6704, 0.0178]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5167.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 1.1158, 0.8451]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5168.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.2373, 0.4491]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5169.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.3551, -0.1998]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5170.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.3144, 0.6406]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5171.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 1.0410, 0.8297]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5172.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.7176, 0.9653]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5173.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -1.3502, 1.3717]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5174.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.1196, -0.3031]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5175.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 1.0768, 0.7270]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5176.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -1.2481, 0.8014]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5177.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.3961, -0.2789]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5178.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.0660, -0.3796]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5179.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.1825, -0.3595]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5180.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.0167, -0.3884]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5181.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.4409, -0.1867]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5182.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.9937, 0.3426]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5183.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.0965, 0.7305]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5184.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.7159, 0.8274]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5185.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.6726, 1.0754]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5186.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 1.0810, 1.7522]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5187.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -1.5026, 1.5559]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5188.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -1.0830, 1.6180]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5189.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.8895, 0.2469]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5190.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.9666, 1.3918]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5191.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 1.7015, 1.9446]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5192.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -1.0591, 0.5032]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5193.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.8822, 1.2479]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5194.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.2967, -0.3723]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5195.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.2064, 0.7720]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5196.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.3893, 0.4316]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5197.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.4088, -0.2664]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5198.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.7308, -0.1212]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5199.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.7568, 0.1002]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5200.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.6599, 1.1576]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5201.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.5968, -0.2198]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5202.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.0843, -0.4398]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5203.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 1.5263, 1.7701]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5204.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.5417, 0.4463]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5205.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.4506, 0.8361]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5206.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.8751, 1.5134]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5207.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.9688, 1.9229]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5208.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -1.5179, 1.3239]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5209.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.4766, 0.8427]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5210.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 1.1720, 0.7814]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5211.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.2460, 0.7610]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5212.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.9206, 0.1326]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5213.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.2689, 0.4676]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5214.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.7719, 0.0054]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5215.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 1.6124, 1.6026]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5216.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.1629, -0.4728]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5217.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.4853, -0.3277]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5218.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 1.0653, 1.6224]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5219.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 1.1660, 0.8877]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5220.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.7059, 1.1631]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5221.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.6486, -0.2318]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5222.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.0646, 0.6793]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5223.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.6281, 1.7639]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5224.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.9336, 1.4561]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5225.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.0471, -0.5305]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5226.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.3875, -0.4666]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5227.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.0871, -0.5720]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5228.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.5079, -0.3852]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5229.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -1.2793, 0.9264]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5230.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.0316, 0.5900]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5231.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -1.1510, 0.3510]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5232.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.3920, -0.4687]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5233.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.2359, -0.5414]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5234.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.2731, -0.3921]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5235.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.8415, -0.0373]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5236.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.0814, 0.9568]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5237.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 1.2600, 0.8700]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5238.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.3519, 0.7101]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5239.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.1242, -0.4496]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5240.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 1.1626, 0.3714]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5241.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.3198, -0.5492]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5242.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.1744, 0.6662]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5243.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.5266, 1.0361]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5244.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.3341, 0.8175]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5245.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.7335, 1.3593]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5246.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.4607, 0.9637]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5247.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.8761, 1.1728]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5248.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 1.5715, 1.8559]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5249.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -1.1878, 0.6829]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5250.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.9499, 1.5250]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5251.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 1.4245, 1.3128]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5252.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.9764, 0.2105]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5253.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 1.5634, 0.9132]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5254.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.8595, 1.5892]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5255.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -1.5798, 1.6591]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5256.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -1.4696, 1.0188]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5257.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.8369, 0.0293]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5258.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.1663, -0.7046]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5259.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.2498, -0.6446]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5260.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.6160, -0.3505]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5261.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.8863, 0.1937]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5262.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.2719, 0.8517]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5263.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 1.5157, 1.6374]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5264.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.0438, 0.6516]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5265.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -1.5712, 1.8375]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5266.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.0949, 0.8957]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5267.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.7332, 1.2855]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5268.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.6270, -0.4000]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5269.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.4266, -0.5790]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5270.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.8437, -0.2139]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5271.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -1.0344, 0.3869]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5272.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.0740, -0.8115]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5273.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.2763, -0.6979]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5274.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.4428, 0.9222]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5275.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -1.9866, 1.9943]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5276.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.4686, -0.5868]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5277.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.0821, 0.7661]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5278.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 1.0130, 0.2881]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5279.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.2129, 1.1474]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5280.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 1.5423, 1.4066]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5281.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.8100, -0.1643]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5282.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 1.6511, 1.7799]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5283.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -1.3710, 1.3639]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5284.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 1.0608, 0.0717]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5285.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.7125, -0.2829]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5286.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.3740, -0.5834]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5287.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.5768, 1.1371]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5288.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.8986, 1.4867]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5289.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -1.3125, 0.6066]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5290.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.6258, 1.4282]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5291.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.6029, -0.5084]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5292.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 0.2139, -0.8054]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5293.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 1.4906, 1.6112]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5294.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, 1.1912, 0.5249]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5295.00, Rho = 0.606
(iter 10) [0.0, 0.0180, -0.1069] = 454.1869, sampling [1.0, -0.5642, 1.2990]. Recommendation = [0.0, 1.0851, 1.1640], Current Cost = 5296.00, Rho = 0.606
