(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.3333, 0.4732]. Recommendation = [0.0, -0.0606, -0.1259], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.0898, 0.4224]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5151.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.5342, 0.9638]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5152.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.3349, 1.7727]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5153.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.7516, 0.0804]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5154.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.2776, 0.4969]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5155.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.3078, -0.6274]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5156.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.3619, 0.7558]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5157.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.2368, 1.0812]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5158.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.6163, 1.6928]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5159.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.0340, -0.4044]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5160.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.9521, 0.3976]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5161.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.2440, 1.5678]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5162.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.0472, -0.2883]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5163.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.2458, 0.5463]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5164.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.3584, 0.6343]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5165.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.2349, 0.7779]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5166.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.2208, 0.2089]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5167.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.4719, 1.3760]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5168.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.0031, 1.1815]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5169.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.4096, 0.1127]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5170.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.5205, -0.2340]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5171.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.3530, 1.3570]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5172.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.5532, 0.4018]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5173.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.1220, -0.1687]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5174.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.5769, 0.2723]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5175.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.0198, 1.8061]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5176.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.0290, 1.0317]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5177.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.7990, 0.6733]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5178.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.4938, 0.1939]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5179.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.5489, 1.3446]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5180.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.7014, 1.0511]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5181.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.5189, -0.4183]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5182.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.3784, 0.8816]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5183.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.9639, 1.5158]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5184.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.1916, 0.6606]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5185.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.3582, -0.3806]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5186.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.4964, 0.6465]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5187.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.8428, 0.4328]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5188.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.2373, 1.1081]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5189.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.0502, 0.7113]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5190.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.4402, -0.3510]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5191.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.0046, 0.7974]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5192.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.9174, 1.5021]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5193.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.5722, 1.9874]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5194.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.9595, 0.9369]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5195.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.2043, 0.5672]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5196.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.9452, 1.5589]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5197.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.4124, -0.0225]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5198.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.5438, -0.2308]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5199.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.2838, -0.5244]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5200.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.4653, 0.8227]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5201.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.3951, 1.1061]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5202.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.0803, 0.6832]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5203.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.1193, 1.3242]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5204.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.1937, -0.5995]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5205.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.3610, 1.1463]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5206.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.2827, 0.9578]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5207.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.9291, 1.4648]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5208.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.6307, 1.2286]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5209.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.5236, 1.8223]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5210.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.2510, 1.8384]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5211.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.4057, -0.8637]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5212.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.4828, -0.6107]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5213.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.1594, -0.7009]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5214.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.0171, 0.7923]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5215.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.0143, 0.2557]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5216.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.2580, 1.9280]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5217.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.7892, 0.3388]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5218.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.3345, 0.5488]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5219.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.7251, -0.1583]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5220.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.7144, 0.8377]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5221.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.8262, 1.2872]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5222.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.3444, 0.6900]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5223.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.4382, 0.6762]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5224.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.1434, 1.2077]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5225.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.6350, 1.1227]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5226.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.1504, 1.2030]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5227.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.9944, 1.6787]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5228.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.6763, 1.5631]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5229.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.0372, -0.1120]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5230.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.9680, 1.0392]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5231.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.2649, 0.5550]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5232.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.9853, 1.3127]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5233.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.1922, 0.1373]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5234.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.4934, 1.9659]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5235.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.0101, 1.2354]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5236.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.9165, 0.3884]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5237.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.3825, 0.0468]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5238.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.7225, 0.4633]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5239.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.4129, 0.9672]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5240.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.2154, 0.8848]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5241.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.0283, 0.8690]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5242.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.5297, -0.4627]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5243.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.0715, -0.7706]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5244.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.3727, 1.4277]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5245.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.7965, -0.2178]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5246.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.3143, 1.7815]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5247.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.1210, -0.5861]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5248.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.5199, 0.8750]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5249.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.3493, 1.4023]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5250.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.1447, 0.7490]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5251.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.9484, -0.7752]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5252.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.0939, 1.0147]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5253.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.8354, 1.7369]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5254.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.4898, 1.0633]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5255.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.7716, 0.9534]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5256.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.0750, 1.4921]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5257.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.2687, 1.4069]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5258.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.8976, 0.1778]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5259.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.2903, -0.4082]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5260.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.6890, 0.0617]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5261.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.9106, -0.0335]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5262.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.7787, 1.9015]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5263.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.6272, 1.2405]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5264.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.0380, 0.8550]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5265.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.4170, 1.2453]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5266.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.3989, -0.4900]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5267.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.5345, -0.3306]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5268.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.8300, 1.5507]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5269.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.3967, 1.6476]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5270.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.6196, -0.0856]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5271.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.9222, 1.8960]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5272.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.0094, -0.6864]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5273.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.1916, 1.5530]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5274.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.7196, -0.4958]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5275.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.8498, -0.0045]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5276.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.7854, 0.5391]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5277.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.2263, 0.4120]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5278.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.3820, 1.9197]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5279.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.6716, 1.4234]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5280.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.6489, -0.3557]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5281.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.2845, 1.1029]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5282.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.2019, 1.0350]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5283.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.9636, 0.3409]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5284.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.8524, 1.4141]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5285.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.9366, 0.4304]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5286.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.3606, -0.7424]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5287.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.9990, 1.2101]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5288.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.5255, -0.3585]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5289.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.9283, 0.1207]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5290.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.5135, 1.1414]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5291.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.7455, 0.8494]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5292.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -0.2497, -0.6009]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5293.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, -1.2759, 0.6652]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5294.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 0.2386, 0.9940]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5295.00, Rho = 1.000
(iter 10) [0.0, 0.1361, -0.3150] = 444.4281, sampling [1.0, 1.1524, 0.8245]. Recommendation = [0.0, -0.0027, -0.0639], Current Cost = 5296.00, Rho = 1.000
